1,1
2,1
3,2
4,3
5,4
6,5
7,5
8,4
9,6
10,6
11,6
12,6
13,6
14,6
15,6
16,6
17,6
18,6
19,6
20,7
21,7
22,8
23,7
24,7
25,7
26,7
27,4
28,7
29,4
30,4
31,9
32,7
33,6
34,10
35,7
36,4
37,7
38,7
39,7
40,7
41,7
42,11
43,7
44,9
45,7
46,7
47,7
48,12
49,9
50,9
51,13
52,10
53,14
54,15
55,13
56,10
57,16
58,16
59,16
60,16
61,16
62,17
63,13
64,18
65,19
66,20
67,21
68,22
69,13
70,23
71,23
72,24
73,10
74,22
75,25
76,26
77,26
78,27
79,28
80,13
81,25
82,29
83,28
84,5
85,13
86,13
87,30
88,30
89,28
90,21
91,17
92,17
93,10
94,28
95,25
96,31
97,31
98,29
99,32
100,32
101,33
102,14
103,17
104,18
105,34
106,17
107,17
108,17
109,35
110,36
111,37
112,38
113,38
114,35
115,37
116,39
116,14
117,40
118,14
119,14
120,38
121,37
122,41
123,37
124,14
125,42
126,15
127,37
128,15
129,19
130,19
131,19
132,17
133,43
134,17
135,4
136,17
137,17
138,38
139,44
140,45
141,46
142,5
143,47
144,48
145,5
145,45
147,45
148,45
149,5
150,5
151,5
152,45
153,5
154,12
155,14
156,14
157,14
158,14
159,14
160,49
161,14
162,14
163,39
164,14
165,5
166,50
167,10
168,35
169,51
170,14
171,14
172,14
173,20
174,39
175,14
176,39
177,14
178,20
179,20
180,14
181,14
182,14
183,39
184,14
185,14
186,39
187,14
188,14
189,20
190,14
191,14
192,14
193,14
193,39
194,39
195,14
195,39
196,52
197,14
198,14
199,14
200,14
201,14
202,14
203,14
204,53
205,14
206,39
206,14
207,14
208,14
209,39
210,14
211,39
211,14
212,14
213,14
214,14
215,14
216,14
217,14
218,14
219,14
220,39
221,14
222,14
223,14
224,14
225,14
226,20
227,14
228,14
229,14
230,14
231,14
232,14
233,14
234,20
235,14
236,14
237,10
238,14
239,34
240,14
241,14
242,14
243,14
244,14
245,14
246,14
247,34
248,34
249,34
250,15
251,54
252,47
253,41
254,55
255,14
256,5
257,47
258,56
259,45
260,20
261,15
262,26
263,57
264,45
265,14
266,14
267,14
268,18
269,26
270,14
271,14
272,58
273,59
274,38
275,35
276,42
277,14
278,42
279,59
280,20
281,60
282,38
283,61
284,62
285,38
286,35
287,38
288,41
289,63
290,36
291,61
292,15
293,51
294,36
295,64
296,42
297,37
298,37
299,38
300,38
301,38
302,37
303,38
304,14
305,61
306,65
307,66
308,35
309,37
310,67
311,38
312,38
313,33
314,45
315,14
316,30
317,68
318,38
319,14
320,14
321,41
322,14
323,5
324,38
325,14
326,65
327,65
326,38
329,35
330,14
331,42
332,69
333,20
334,33
335,19
336,19
337,70
338,70
339,19
340,19
341,19
342,35
343,14
344,65
345,65
346,14
347,35
348,35
349,38
350,14
351,5
352,70
353,71
354,70
355,72
356,21
357,72
358,53
359,73
359,70
360,30
360,70
361,71
362,74
363,75
363,74
364,74
365,74
366,74
367,74
368,74
369,74
370,74
371,74
372,74
373,74
374,74
375,74
376,74
377,74
378,76
379,64
380,64
381,34
382,14
383,15
384,26
385,77
386,78
387,13
388,78
389,43
390,5
391,5
392,45
393,79
394,80
395,45
396,43
397,13
398,81
399,82
400,23
401,13
402,43
403,83
404,84
405,29
406,85
407,22
408,13
409,13
410,26
411,64
412,64
413,22
414,86
415,86
416,86
417,86
418,6
419,86
420,86
421,12
422,87
423,5
424,48
425,34
426,77
427,17
428,27
429,88
430,88
431,89
432,90
433,13
434,10
435,80
436,52
437,38
438,33
439,58
440,74
441,74
442,91
443,16
444,10
445,33
446,33
447,92
448,93
449,21
450,19
451,78
452,94
453,95
454,5
455,21
456,4
457,26
458,96
459,33
460,30
461,97
462,98
463,98
464,63
465,47
466,13
467,26
468,14
469,40
470,40
471,14
472,14
473,14
474,14
475,14
476,14
477,14
478,14
479,62
480,14
481,14
482,14
483,14
484,39
484,14
485,38
486,12
487,99
488,41
489,38
490,53
491,34
492,38
493,34
494,14
495,14
496,14
497,14
498,14
499,40
500,100
501,14
502,101
503,33
504,5
505,43
506,8
507,32
508,43
509,95
510,28
511,77
512,60
513,102
514,86
515,10
516,48
517,103
518,104
519,95
520,95
521,7
522,7
523,7
524,5
525,5
526,86
527,86
528,86
529,86
530,86
531,5
532,105
533,24
534,94
535,24
536,12
537,105
538,106
539,105
540,30
541,21
542,30
543,21
544,21
545,30
546,30
547,30
548,21
549,107
550,108
550,109
551,110
552,110
553,111
554,105
555,112
556,112
557,112
558,10
559,16
560,77
561,43
562,102
563,112
564,23
565,78
566,112
567,113
568,114
569,78
570,23
571,115
572,112
573,10
574,116
575,116
576,13
577,86
578,55
579,21
580,21
581,8
582,30
583,10
584,64
585,5
586,43
587,79
588,21
589,15
590,117
591,38
592,61
593,51
