1,1,1,24
2,2,2,23
3,3,3,24
4,4,4,34
5,5,5,21
6,6,5,25
7,7,5,27
8,6,6,31
9,7,6,33
10,6,7,31
11,7,7,33
12,8,8,18
13,9,9,26
14,10,10,26
15,11,11,22
16,12,12,31
17,13,13,30
18,12,13,34
19,7,14,32
20,14,15,22
21,3,15,30
22,15,15,34
23,16,16,28
24,17,17,28
25,10,17,32
26,12,18,31
27,17,19,54
28,6,20,20
29,7,20,22
30,18,20,26
31,9,20,30
32,19,20,34
33,20,21,27
34,21,22,22
35,12,23,22
36,22,23,26
37,23,24,24
38,24,24,27
39,3,25,24
40,25,26,17
41,26,27,26
42,27,28,43
43,28,28,47
44,29,29,22
45,13,30,26
46,12,30,30
47,30,31,24
48,14,32,23
49,1,33,24
50,13,33,28
51,2,34,30
52,18,35,24
53,13,36,21
54,12,36,25
55,13,37,23
56,3,38,20
57,14,39,33
58,31,40,23
59,32,40,27
60,23,40,31
61,3,41,28
62,14,42,25
63,1,43,34
64,18,44,25
65,9,44,29
66,30,45,41
67,30,46,33
68,17,46,45
69,10,46,49
70,33,46,53
71,34,46,57
72,3,47,22
73,15,47,26
74,35,47,30
75,2,48,24
76,22,49,24
77,20,49,28
78,1,50,22
79,13,50,26
80,21,51,23
81,36,52,22
82,12,53,24
83,17,54,NA
84,21,55,26
85,33,56,21
86,29,57,24
87,15,58,NA
88,33,59,24
89,34,59,28
90,34,60,24
91,34,61,26
92,21,62,21
93,20,63,30
94,1,64,31
95,21,65,21
96,28,66,NA
97,20,67,22
98,2,67,26
99,12,68,23
100,20,69,19
101,12,70,26
102,1,71,27
103,22,72,24
104,20,72,28
105,20,73,23
106,2,73,27
107,21,73,31
108,2,74,30
109,22,75,22
110,12,76,22
111,27,77,27
112,13,78,26
113,15,79,23
114,13,80,22
115,22,81,22
116,12,82,26
117,1,83,22
118,22,84,26
119,36,85,24
120,37,85,28
121,26,85,32
122,37,86,22
123,26,86,26
124,38,87,29
125,37,88,25
126,26,89,21
127,22,90,21
128,2,91,27
129,20,92,21
130,22,93,34
131,20,93,38
132,26,94,38
133,22,95,35
134,22,96,18
135,36,97,16
136,27,98,30
137,1,99,30
138,30,100,22
139,28,101,25
140,3,102,NA
141,35,102,NA
142,30,103,25
143,28,104,26
144,2,105,19
145,21,105,23
146,29,106,22
147,13,106,29
148,12,106,34
149,26,107,22
150,29,107,26
151,1,107,30
152,13,107,34
153,37,108,20
154,26,108,25
155,29,108,29
156,1,108,33
157,36,109,23
158,37,109,27
159,21,110,20
160,13,111,22
161,38,112,21
162,22,113,22
163,37,114,20
164,1,115,24
165,34,116,28
166,38,116,32
167,29,117,22
168,12,118,22
169,10,119,19
170,22,120,26
171,39,121,23
172,22,122,28
173,12,123,25
174,22,123,29
175,2,123,37
176,10,124,31
177,26,125,28
178,16,126,20
179,22,127,20
180,20,127,24
181,2,127,28
182,2,128,28
183,20,129,22
184,20,130,18
185,12,131,33
186,2,132,28
187,4,133,NA
188,12,134,23
189,21,135,23
190,12,136,29
191,24,137,15
192,40,137,19
193,21,138,24
194,41,139,NA
195,13,140,42
196,12,140,46
197,21,141,30
198,35,142,26
199,20,143,21
200,20,144,23
201,39,145,24
202,16,145,28
203,36,145,19
204,13,147,41
205,20,148,21
206,21,149,30
207,4,150,23
208,4,151,42
209,12,152,34
210,20,153,23
211,20,154,40
212,12,155,22
213,22,155,26
214,2,155,34
215,20,156,23
216,22,157,22
217,20,157,26
218,20,158,21
219,20,159,15
220,2,159,19
221,20,160,25
222,21,161,28
223,1,162,25
224,13,162,29
225,34,163,NA
226,1,164,22
227,22,165,20
228,38,166,21
229,28,166,29
230,10,167,NA
231,28,168,23
232,26,169,19
233,21,170,18
234,12,171,25
235,12,172,32
236,28,173,NA
237,34,174,19
238,10,175,31
239,34,176,NA
240,12,177,23
241,34,178,23
242,27,178,32
243,28,179,NA
244,12,180,18
245,22,180,22
246,12,181,18
247,1,182,29
248,34,183,NA
249,22,184,30
250,17,185,31
251,10,185,35
252,34,186,NA
253,36,187,32
254,26,188,24
255,27,189,NA
256,17,190,NA
257,1,191,20
258,28,192,25
259,17,193,21
260,10,193,25
261,34,193,33
262,34,194,NA
263,10,195,24
264,34,195,32
265,36,196,24
266,29,197,28
267,20,198,29
268,26,199,23
269,29,199,27
270,1,200,24
271,22,201,25
272,28,202,19
273,36,202,23
274,20,203,23
275,21,203,31
276,13,204,21
277,38,205,24
278,34,206,18
279,38,206,22
280,30,207,21
281,17,207,33
282,10,207,37
283,10,208,20
284,34,209,NA
285,26,210,27
286,34,211,16
287,38,211,21
288,20,212,30
289,20,213,28
290,21,213,36
291,1,214,21
292,22,215,21
293,12,216,26
294,12,217,22
295,12,218,27
296,38,219,28
297,34,220,NA
298,13,221,24
299,36,222,22
300,17,223,19
301,17,224,NA
302,22,225,23
303,20,225,27
304,21,225,35
305,28,226,NA
306,21,227,27
307,21,228,24
308,21,229,26
309,17,230,NA
310,20,231,41
311,2,232,24
312,21,232,28
313,20,233,17
314,20,234,21
315,26,235,25
316,2,236,21
317,21,236,25
318,10,237,20
319,22,238,36
320,20,238,40
321,21,239,23
322,21,240,19
323,2,241,23
324,21,242,20
325,2,243,23
326,12,244,22
327,20,245,21
328,21,246,26
329,37,247,24
330,29,248,19
331,1,248,23
332,20,249,22
333,2,249,26
334,2,250,22
335,21,250,26
336,21,251,27
337,20,252,30
338,2,252,34
339,1,253,19
340,13,253,23
341,29,254,21
342,1,254,25
343,35,255,21
344,30,255,29
345,17,255,41
346,12,256,23
347,22,256,27
348,20,256,31
349,2,256,35
350,12,257,19
351,22,257,23
352,20,257,27
353,20,258,17
354,26,259,21
355,28,260,NA
356,36,261,24
357,2,262,26
358,13,263,23
359,12,264,29
360,26,265,31
361,22,266,22
362,29,267,19
363,1,267,23
364,13,268,25
365,21,269,27
366,29,270,23
367,10,271,27
368,21,272,30
369,21,273,17
370,37,274,24
371,12,275,22
372,13,276,24
373,12,276,28
374,12,277,19
375,20,277,27
376,1,278,25
377,13,279,23
378,12,279,27
379,12,280,19
380,35,281,NA
381,34,282,30
382,38,282,34
383,26,283,22
384,37,284,27
385,37,285,NA
386,36,286,23
387,34,287,20
388,1,288,17
389,29,289,17
390,12,290,14
391,26,291,26
392,36,292,34
393,26,293,30
394,26,294,NA
395,28,295,29
396,27,296,24
397,34,297,38
398,38,298,23
399,20,299,22
400,2,299,26
401,34,300,NA
402,34,301,NA
403,17,302,NA
404,37,303,NA
405,30,304,21
406,17,304,33
407,26,305,24
408,13,306,39
409,29,307,23
410,37,308,21
411,10,309,30
412,22,310,32
413,22,311,21
414,22,312,22
415,27,313,21
416,28,313,25
417,20,314,22
418,2,315,26
419,28,316,26
420,27,317,24
421,2,318,20
422,1,319,28
423,1,320,18
424,20,321,27
425,29,322,20
426,22,323,31
427,1,324,32
428,1,325,25
429,29,326,NA
430,26,327,NA
431,34,326,NA
432,1,329,21
433,3,330,23
434,13,331,21
435,12,331,25
436,1,332,21
437,13,332,25
438,27,333,NA
439,28,333,NA
440,29,334,28
441,21,335,28
442,13,336,27
443,12,336,32
444,13,337,22
445,12,337,26
446,2,338,22
447,21,338,26
448,13,339,25
449,12,339,29
450,22,339,33
451,2,340,21
452,20,341,27
453,28,342,16
454,20,343,16
455,2,343,20
456,2,344,23
457,2,345,20
458,20,346,15
459,2,346,19
460,37,347,18
461,29,348,19
462,1,348,23
463,21,349,33
464,20,350,21
465,2,350,25
466,12,351,23
467,22,352,22
468,20,353,19
469,2,353,23
470,21,354,26
471,21,355,29
472,21,356,26
473,22,357,26
474,20,357,30
475,2,357,34
476,37,358,NA
477,1,359,26
478,12,359,34
479,29,360,24
480,13,360,32
481,22,361,18
482,30,362,24
483,42,363,24
484,43,363,28
485,34,364,25
486,1,365,23
487,28,366,25
488,5,367,22
489,6,367,26
490,7,367,28
491,27,368,23
492,30,369,22
493,28,370,24
494,36,370,28
495,12,371,21
496,20,371,29
497,13,372,26
498,26,373,21
499,29,373,25
500,1,373,29
501,34,374,28
502,26,375,18
503,12,376,31
504,22,377,22
505,37,378,NA
506,1,379,21
507,1,380,22
508,29,381,23
509,20,382,35
510,2,383,27
511,21,383,31
512,26,384,30
513,15,385,22
514,35,385,26
515,28,386,22
516,36,386,26
517,22,387,19
518,28,388,19
519,35,389,45
520,20,390,20
521,44,391,23
522,31,392,35
523,43,393,19
524,11,393,23
525,28,394,19
526,20,395,16
527,2,395,20
528,21,395,24
529,20,396,25
530,12,397,25
531,22,397,29
532,15,398,24
533,30,398,36
534,17,398,48
535,10,398,52
536,3,399,20
537,2,400,28
538,1,401,22
539,20,402,22
540,21,402,30
541,34,403,18
542,4,404,15
543,45,404,19
544,21,405,22
545,17,406,26
546,11,407,26
547,29,408,37
548,10,409,19
549,13,410,23
550,12,411,22
551,21,412,24
552,27,413,27
553,28,413,30
554,36,413,34
555,14,414,26
556,6,415,23
557,14,416,19
558,29,417,17
559,14,418,22
560,17,419,30
561,10,420,27
562,2,421,23
563,5,422,34
564,6,422,38
565,7,422,40
566,18,422,44
567,9,422,48
568,12,423,22
569,33,424,17
570,13,425,25
571,31,426,29
572,28,427,24
573,22,428,21
574,20,428,25
575,12,429,30
576,21,430,20
577,21,431,24
578,1,432,26
579,13,432,30
580,20,432,42
581,20,433,23
582,2,433,27
583,21,433,31
584,26,434,21
585,29,435,19
586,29,436,22
587,29,437,18
588,28,438,30
589,20,439,27
590,20,440,19
591,2,441,24
592,21,442,27
593,36,443,25
594,37,443,29
595,2,444,27
596,21,444,31
597,2,445,24
598,21,446,35
599,37,447,28
600,26,447,32
601,18,448,22
602,20,449,26
603,22,450,29
604,21,451,21
605,9,452,22
606,19,452,26
607,39,452,30
608,35,453,24
609,30,453,32
610,8,454,19
611,2,455,19
612,21,455,24
613,36,456,24
614,21,457,23
615,13,458,20
616,2,459,17
617,28,460,22
618,28,461,26
619,18,462,19
620,16,463,17
621,29,464,25
622,21,465,30
623,5,466,25
624,26,467,27
625,21,468,27
626,27,469,28
627,28,469,32
628,28,470,24
629,12,471,25
630,20,471,33
631,21,471,41
632,10,472,24
633,12,473,27
634,26,474,29
635,1,475,26
636,12,476,20
637,26,477,30
638,17,478,27
639,12,479,30
640,17,480,24
641,10,480,28
642,36,481,22
643,26,481,30
644,26,482,22
645,17,483,38
646,10,483,42
647,34,484,24
648,38,484,28
649,29,485,21
650,12,486,20
651,29,487,NA
652,22,488,21
653,20,488,25
654,1,489,22
655,29,490,23
656,26,491,22
657,26,492,NA
658,2,493,31
659,21,494,28
660,2,495,21
661,21,495,25
662,1,496,21
663,27,497,22
664,22,498,26
665,6,499,22
666,22,500,23
667,2,501,33
668,33,502,NA
669,28,503,22
670,13,504,24
671,14,505,25
672,30,506,19
673,29,507,21
674,1,507,25
675,41,508,NA
676,36,509,17
677,37,509,21
678,21,510,19
679,21,511,33
680,26,512,19
681,29,512,23
682,1,512,27
683,13,512,31
684,37,513,21
685,12,514,25
686,22,514,29
687,20,514,33
688,27,515,22
689,20,516,29
690,26,517,22
691,36,518,23
692,3,519,20
693,15,519,24
694,41,520,21
695,14,520,27
696,14,521,21
697,5,522,25
698,11,523,19
699,25,523,23
700,26,524,26
701,28,525,24
702,36,525,28
703,42,526,24
704,3,527,22
705,34,528,28
706,38,528,33
707,46,529,31
708,42,530,24
709,28,531,21
710,19,532,17
711,39,532,21
712,16,532,25
713,21,533,28
714,19,534,17
715,39,534,21
716,16,534,25
717,39,535,22
718,16,535,26
719,1,536,22
720,13,537,16
721,13,538,31
722,7,539,23
723,18,539,27
724,34,540,24
725,20,541,24
726,38,542,30
727,22,543,25
728,7,544,34
729,37,545,23
730,29,546,21
731,38,547,24
732,19,548,23
733,39,548,27
734,19,549,29
735,39,550,27
736,21,551,19
737,29,552,32
738,33,553,22
739,34,553,25
740,21,554,31
741,29,555,20
742,1,555,24
743,13,555,28
744,20,556,21
745,2,556,25
746,29,557,26
747,13,558,19
748,7,559,16
749,2,560,22
750,7,561,26
751,6,562,21
752,18,562,27
753,9,562,31
754,21,563,22
755,36,564,20
756,22,565,26
757,27,566,20
758,36,567,22
759,20,568,40
760,26,569,18
761,37,570,23
762,13,571,24
763,36,572,15
764,37,572,19
765,29,573,24
766,2,574,34
767,21,574,38
768,2,575,22
769,21,576,23
770,14,577,23
771,21,578,21
772,21,579,26
773,12,580,20
774,20,580,28
775,10,581,26
776,37,582,22
777,22,583,23
778,20,583,27
779,2,583,31
780,21,583,35
781,2,584,21
782,29,585,24
783,9,586,31
784,29,587,26
785,9,588,25
786,20,589,25
787,20,590,27
788,22,591,27
789,26,592,19
790,2,593,28
791,21,593,32
792,1,594,22
793,13,594,26
794,13,595,33
795,2,596,28
796,30,597,NA
797,12,598,16
798,22,598,19
799,13,599,23
800,22,600,18
801,20,600,22
802,22,601,19
803,12,602,22
804,29,603,24
805,20,604,17
806,27,605,20
807,38,606,21
808,27,606,25
809,22,607,23
810,21,608,20
811,22,609,18
812,34,610,22
813,38,610,26
814,21,611,23
815,2,612,28
816,21,613,22
817,13,614,23
818,26,615,25
819,22,616,27
820,22,617,28
821,36,618,21
822,37,618,25
823,37,619,20
824,20,620,25
825,2,620,29
826,22,621,14
827,29,622,19
828,20,623,27
829,2,623,31
830,27,624,NA
831,17,625,21
832,10,625,25
833,28,626,21
834,36,626,25
835,20,627,16
836,28,628,22
837,36,628,26
838,2,629,24
839,13,630,26
840,17,631,26
841,17,632,33
842,7,633,24
843,18,633,28
844,5,634,20
845,6,634,24
846,7,634,26
847,18,634,30
848,9,634,34
849,47,635,27
850,17,636,31
851,12,637,31
852,2,638,21
853,3,639,21
854,1,640,17
855,34,641,23
856,35,642,39
857,28,643,23
858,29,644,22
859,27,645,19
860,1,646,21
861,1,647,22
862,28,648,22
863,27,649,22
864,28,649,26
865,21,650,18
866,20,651,22
867,21,652,21
868,21,653,23
869,26,654,19
870,26,655,22
871,27,656,21
872,28,656,25
873,36,657,25
874,21,658,23
875,1,659,22
876,21,660,25
877,34,661,28
878,2,662,20
879,22,663,22
880,20,663,26
881,21,663,34
