1,1,1,1,1,0,1,1,1
2,1,2,2,1,0,1,1,1
3,2,3,3,1,0,1,1,1
4,1,4,1,1,0,1,1,1
5,2,5,4,1,0,1,1,1
6,1,4,1,1,0,1,1,1
8,2,6,3,1,0,1,1,1
7,1,7,1,1,0,1,1,1
9,2,2,3,1,0,1,1,1
11,3,8,5,1,0,1,1,1
12,2,9,3,2,0,1,1,1
13,4,10,6,2,0,1,1,1
14,1,11,1,2,0,1,1,1
15,2,12,7,2,0,1,1,1
16,1,1,1,2,0,1,1,1
17,2,6,3,2,0,1,1,1
18,2,2,3,2,0,1,1,1
19,5,13,8,2,0,1,1,1
20,2,14,3,2,0,1,1,1
21,2,15,3,2,0,1,1,1
22,6,7,9,2,0,1,1,1
23,6,16,9,2,0,1,1,1
24,6,17,9,2,0,1,1,1
25,6,18,9,2,0,1,1,1
26,6,19,9,3,0,1,1,1
27,2,20,3,3,0,1,1,1
28,6,21,10,3,0,1,1,1
29,6,22,10,3,0,1,1,1
30,2,23,3,3,0,1,1,1
31,4,10,6,3,0,1,1,1
32,7,24,11,3,0,1,1,1
33,2,25,3,3,0,1,1,1
34,1,26,1,3,0,1,1,1
35,2,27,12,3,0,1,1,1
36,2,13,3,3,0,1,1,1
37,6,21,9,3,0,1,1,1
38,2,20,3,3,0,1,1,1
41,6,28,13,3,0,1,1,1
44,6,22,9,3,0,1,1,1
39,6,16,14,3,0,1,1,1
40,2,29,15,3,0,1,1,1
42,6,18,16,3,0,1,1,1
43,6,7,13,3,0,1,1,1
45,6,19,13,3,0,1,1,1
46,4,10,6,4,0,1,1,1
47,2,12,3,4,0,1,1,1
48,2,13,3,4,0,1,1,1
49,2,30,3,4,0,1,1,1
50,2,31,3,4,0,1,1,1
51,2,29,3,4,0,1,1,1
52,2,19,3,4,0,1,1,1
53,1,4,1,4,0,1,1,1
54,1,27,17,4,0,1,1,1
55,2,32,4,4,0,1,1,1
56,8,21,18,4,0,1,1,1
57,4,33,19,4,0,1,1,1
58,8,29,18,4,0,1,1,1
59,2,25,3,4,0,1,1,1
60,2,30,20,4,0,1,1,1
61,8,29,21,4,0,1,1,1
62,6,34,10,4,0,1,1,1
63,2,13,3,4,0,1,1,1
64,6,3,10,5,0,1,1,1
65,3,12,5,5,0,1,1,1
67,2,15,3,5,0,1,1,1
66,2,35,3,5,0,1,1,1
68,2,36,4,5,0,1,1,1
69,2,30,3,5,0,1,1,1
70,2,31,4,5,0,1,1,1
71,4,24,22,5,0,1,1,1
72,6,2,23,5,0,1,1,1
73,6,3,24,5,0,1,1,1
74,2,27,3,5,0,1,1,1
75,1,37,25,5,0,1,1,1
76,2,32,3,5,0,1,1,1
77,1,38,26,5,0,1,1,1
79,1,39,1,5,0,1,1,1
78,2,40,4,5,0,1,1,1
80,2,41,4,5,0,1,1,1
81,2,26,4,5,0,1,1,1
82,2,12,27,6,0,1,1,1
83,2,38,28,6,0,1,1,1
84,2,3,4,6,0,1,1,1
85,1,2,26,6,0,1,1,1
86,2,6,4,6,0,1,1,1
87,6,21,29,7,0,1,1,1
88,2,26,4,7,0,1,1,1
89,2,29,4,7,0,1,1,1
90,2,33,4,7,0,1,1,1
91,2,23,3,7,0,1,1,0
93,2,2,4,7,0,1,1,1
92,2,27,3,7,0,1,1,1
94,6,24,30,7,0,1,1,1
95,2,27,31,8,0,1,1,1
96,5,24,32,8,0,1,1,1
97,4,9,33,8,0,1,1,1
98,2,42,4,8,0,1,1,1
99,2,14,4,8,0,1,1,1
100,2,37,4,8,0,1,1,1
101,4,24,34,8,0,1,1,1
102,1,38,25,8,0,1,1,1
104,8,27,35,8,0,1,1,1
103,8,2,35,8,0,1,1,1
105,3,32,36,8,0,1,1,1
106,6,9,37,8,0,1,1,1
107,6,21,37,8,0,1,1,1
109,2,43,4,9,0,1,1,1
108,2,11,4,9,0,1,1,1
110,2,1,4,9,0,1,1,1
111,2,6,4,9,0,1,1,1
112,2,38,38,9,0,1,1,1
113,2,23,4,9,0,1,1,1
115,2,40,38,9,0,1,1,1
114,2,37,4,9,0,1,1,1
116,2,32,4,9,0,1,1,1
117,2,15,4,9,0,1,1,1
118,6,2,39,9,0,1,1,1
119,3,12,40,10,0,1,1,1
120,2,32,4,10,0,1,1,1
121,2,13,4,10,0,1,1,1
122,2,12,4,10,0,1,1,1
127,2,44,41,10,0,1,1,1
126,2,45,41,10,0,1,1,1
123,2,36,41,10,0,1,1,1
125,2,15,42,10,0,1,1,1
124,2,28,42,10,0,1,1,1
128,2,35,4,10,0,1,1,1
129,2,19,42,10,0,1,1,1
130,2,21,42,10,0,1,1,1
131,2,42,4,10,0,1,1,1
132,2,14,38,10,0,1,1,1
133,2,6,4,10,0,1,1,1
134,2,42,4,10,0,1,1,1
135,9,11,43,11,0,1,1,1
136,8,30,44,11,0,1,1,1
137,8,31,44,11,0,1,1,1
138,2,12,45,11,0,1,1,1
139,9,3,43,11,0,1,1,1
140,10,46,46,11,0,1,1,1
141,2,9,47,11,0,1,1,1
143,2,32,4,11,0,1,1,1
142,2,13,4,11,0,1,1,1
144,2,30,4,11,0,1,1,1
145,2,12,48,11,0,1,1,1
146,2,31,4,11,0,1,1,1
147,2,15,45,11,0,1,1,1
148,2,35,45,11,0,1,1,1
149,2,36,4,11,0,1,1,1
150,2,1,45,11,0,1,1,1
151,2,47,45,11,0,1,1,1
152,2,24,49,11,0,1,1,1
154,10,48,50,11,0,1,1,0
153,10,46,50,11,0,1,1,1
155,2,49,49,11,0,1,1,1
156,2,42,49,11,0,1,1,1
157,2,38,49,11,0,1,1,1
158,2,19,49,11,0,1,1,1
159,6,2,51,11,0,1,1,1
160,11,50,52,12,0,1,1,1
161,12,12,53,12,0,1,1,1
164,2,50,54,12,0,1,1,1
163,2,35,45,12,0,1,1,1
162,2,23,45,12,0,1,1,1
165,2,15,45,12,0,1,1,1
166,2,38,45,12,0,1,1,1
167,2,33,45,12,0,1,1,1
168,5,10,8,12,0,1,1,1
169,4,12,55,12,0,1,1,1
170,11,34,56,12,0,1,1,1
171,11,51,56,12,0,1,1,1
172,2,5,49,12,0,1,1,1
173,2,37,45,12,0,1,1,1
174,2,42,45,12,0,1,1,1
175,6,9,57,12,0,1,1,1
177,6,1,58,12,0,1,1,1
176,6,9,58,12,0,1,1,1
178,6,3,59,13,0,1,1,1
179,2,21,45,13,0,1,1,1
180,2,1,54,13,0,1,1,1
181,10,48,60,13,0,1,1,0
182,13,5,61,13,0,1,1,1
184,2,30,49,13,0,1,1,0
184,2,30,49,13,0,1,1,0
184,2,30,49,13,0,1,1,0
184,2,30,49,13,0,1,1,0
184,2,30,49,13,0,1,1,0
184,2,30,49,13,0,1,1,0
184,2,30,49,13,0,1,1,0
184,2,30,49,13,0,1,1,0
183,2,12,49,13,0,1,1,0
183,2,12,49,13,0,1,1,0
184,2,30,49,13,0,1,1,0
184,2,30,49,13,0,1,1,0
184,2,30,49,13,0,1,1,0
183,2,12,49,13,0,1,1,0
184,2,30,49,13,0,1,1,0
184,2,30,49,13,0,1,1,0
184,2,30,49,13,0,1,1,0
183,2,12,49,13,0,1,1,0
183,2,12,49,13,0,1,1,0
183,2,12,49,13,0,1,1,0
183,2,12,49,13,0,1,1,0
184,2,30,49,13,0,1,1,0
184,2,30,49,13,0,1,1,0
184,2,30,49,13,0,1,1,0
183,2,12,49,13,0,1,1,0
183,2,12,49,13,0,1,1,0
183,2,12,49,13,0,1,1,0
184,2,30,49,13,0,1,1,0
