1,GA
2,TX
3,LA
4,MI
5,MT
6,IA
7,MA
8,NH
9,FL
10,AK
11,MS
12,CA
13,NV
14,SD
15,WV
16,RI
17,ME
18,CT
19,NY
20,NM
21,NC
22,SC
23,IN
24,HI
25,CO
26,KS
27,OK
28,NJ
29,PA
30,OR
31,WA
32,ID
33,OH
34,PR
35,KY
36,VA
37,MO
38,AR
39,ND
40,IL
41,MN
42,NE
43,AL
44,MD
45,DE
46,GU
47,TN
48,FM
49,WY
50,VT
51,VI
52,WI
53,AS
54,AZ
55,MP
56,UT
57,MH
58,DC
59,PW
